time,Open,High,Low,Close,Volume
2026-08-18 09:00:00,28350,28400,27850,27900,10914
2026-08-18 09:05:00,27900,27900,27550,27850,8523
2026-08-18 09:10:00,27850,27900,27750,27800,2382
2026-08-18 09:15:00,27800,27850,27600,27650,3524
2026-08-18 09:20:00,27650,27800,27600,27600,4334
2026-08-18 09:25:00,27600,27800,27600,27750,1494
2026-08-18 09:30:00,27750,27850,27750,27800,2485
2026-08-18 09:35:00,27800,27850,27750,27750,625
2026-08-18 09:40:00,27750,27850,27750,27800,894
2026-08-18 09:45:00,27800,27800,27700,27700,1055
2026-08-18 09:50:00,27700,27750,27600,27650,1767
2026-08-18 09:55:00,27700,27800,27650,27750,1020
2026-08-18 10:00:00,27750,27900,27750,27850,1489
2026-08-18 10:05:00,27800,27850,27750,27800,601
2026-08-18 10:10:00,27800,27850,27750,27800,316
2026-08-18 10:15:00,27850,27900,27800,27800,1074
2026-08-18 10:20:00,27850,27850,27700,27750,1415
2026-08-18 10:25:00,27750,27800,27700,27750,72
2026-08-18 10:30:00,27750,27800,27750,27750,173
2026-08-18 10:35:00,27750,27800,27700,27700,555
2026-08-18 10:40:00,27700,27800,27650,27650,1012
2026-08-18 10:45:00,27650,27750,27650,27650,1417
2026-08-18 10:50:00,27650,27750,27650,27700,617
2026-08-18 10:55:00,27650,27700,27650,27650,1080
2026-08-18 11:00:00,27700,27750,27650,27650,883
2026-08-18 11:05:00,27650,27700,27650,27650,446
2026-08-18 11:10:00,27650,27700,27600,27600,2034
2026-08-18 11:15:00,27600,27600,27500,27550,2739
2026-08-18 11:20:00,27550,27600,27500,27550,676
2026-08-18 11:25:00,27500,27550,27500,27500,459
2026-08-18 11:30:00,27550,27650,27550,27550,117
